uniqueid,bank_account
uniqueid_10813 x Rwanda,Yes
uniqueid_8836 x Rwanda,Yes
uniqueid_11903 x Rwanda,No
uniqueid_12007 x Rwanda,Yes
uniqueid_12443 x Rwanda,Yes
uniqueid_10419 x Rwanda,Yes
uniqueid_11266 x Rwanda,Yes
uniqueid_11315 x Rwanda,Yes
uniqueid_11190 x Rwanda,Yes
uniqueid_10422 x Rwanda,Yes
uniqueid_9228 x Rwanda,Yes
uniqueid_11660 x Rwanda,No
uniqueid_8956 x Rwanda,No
uniqueid_11754 x Rwanda,Yes
uniqueid_11072 x Rwanda,Yes
uniqueid_9161 x Rwanda,Yes
uniqueid_11630 x Rwanda,Yes
uniqueid_11688 x Rwanda,Yes
uniqueid_9923 x Rwanda,No
uniqueid_11825 x Rwanda,No
uniqueid_9728 x Rwanda,No
uniqueid_9435 x Rwanda,No
uniqueid_10128 x Rwanda,No
uniqueid_10710 x Rwanda,Yes
uniqueid_10574 x Rwanda,No
uniqueid_9519 x Rwanda,No
uniqueid_12318 x Rwanda,No
uniqueid_9487 x Rwanda,Yes
uniqueid_11834 x Rwanda,Yes
uniqueid_9060 x Rwanda,Yes
uniqueid_10071 x Rwanda,No
uniqueid_10133 x Rwanda,Yes
uniqueid_8808 x Rwanda,Yes
uniqueid_10059 x Rwanda,Yes
uniqueid_10941 x Rwanda,No
uniqueid_11616 x Rwanda,Yes
uniqueid_9415 x Rwanda,No
uniqueid_11603 x Rwanda,Yes
uniqueid_12297 x Rwanda,No
uniqueid_11951 x Rwanda,Yes
uniqueid_9284 x Rwanda,No
uniqueid_9089 x Rwanda,Yes
uniqueid_11277 x Rwanda,Yes
uniqueid_9925 x Rwanda,Yes
uniqueid_10942 x Rwanda,Yes
uniqueid_8763 x Rwanda,No
uniqueid_8764 x Rwanda,No
uniqueid_8768 x Rwanda,Yes
uniqueid_8771 x Rwanda,Yes
uniqueid_10679 x Rwanda,Yes
uniqueid_10199 x Rwanda,Yes
uniqueid_10335 x Rwanda,Yes
uniqueid_10961 x Rwanda,No
uniqueid_8792 x Rwanda,No
uniqueid_8795 x Rwanda,Yes
uniqueid_11303 x Rwanda,Yes
uniqueid_8785 x Rwanda,Yes
uniqueid_11179 x Rwanda,Yes
uniqueid_9735 x Rwanda,Yes
uniqueid_10910 x Rwanda,Yes
uniqueid_10260 x Rwanda,No
uniqueid_9300 x Rwanda,Yes
uniqueid_10210 x Rwanda,No
uniqueid_8827 x Rwanda,Yes
uniqueid_8831 x Rwanda,Yes
uniqueid_11542 x Rwanda,Yes
uniqueid_8835 x Rwanda,Yes
uniqueid_10746 x Rwanda,Yes
uniqueid_8840 x Rwanda,No
uniqueid_11257 x Rwanda,No
uniqueid_9739 x Rwanda,Yes
uniqueid_10306 x Rwanda,Yes
uniqueid_8854 x Rwanda,Yes
uniqueid_9640 x Rwanda,Yes
uniqueid_10449 x Rwanda,Yes
uniqueid_11974 x Rwanda,No
uniqueid_8868 x Rwanda,Yes
uniqueid_9344 x Rwanda,Yes
uniqueid_8876 x Rwanda,Yes
uniqueid_10382 x Rwanda,No
uniqueid_12185 x Rwanda,No
uniqueid_9209 x Rwanda,No
uniqueid_8884 x Rwanda,No
uniqueid_10792 x Rwanda,No
uniqueid_12120 x Rwanda,No
uniqueid_8893 x Rwanda,Yes
uniqueid_10987 x Rwanda,No
uniqueid_8898 x Rwanda,Yes
uniqueid_9869 x Rwanda,No
uniqueid_10689 x Rwanda,No
uniqueid_9566 x Rwanda,No
uniqueid_8906 x Rwanda,No
uniqueid_10471 x Rwanda,Yes
uniqueid_8912 x Rwanda,No
uniqueid_8914 x Rwanda,Yes
uniqueid_11215 x Rwanda,Yes
uniqueid_8916 x Rwanda,No
uniqueid_9080 x Rwanda,Yes
uniqueid_9663 x Rwanda,Yes
uniqueid_10364 x Rwanda,No
uniqueid_9437 x Rwanda,Yes
uniqueid_10177 x Rwanda,No
uniqueid_8928 x Rwanda,No
uniqueid_11252 x Rwanda,No
uniqueid_8934 x Rwanda,Yes
uniqueid_8935 x Rwanda,Yes
uniqueid_11228 x Rwanda,Yes
uniqueid_11808 x Rwanda,No
uniqueid_10444 x Rwanda,Yes
uniqueid_11459 x Rwanda,Yes
uniqueid_8950 x Rwanda,Yes
uniqueid_10252 x Rwanda,No
uniqueid_11206 x Rwanda,Yes
uniqueid_8964 x Rwanda,No
uniqueid_10363 x Rwanda,No
uniqueid_12016 x Rwanda,Yes
uniqueid_12463 x Rwanda,Yes
uniqueid_9126 x Rwanda,Yes
uniqueid_8979 x Rwanda,No
uniqueid_11968 x Rwanda,No
uniqueid_8982 x Rwanda,No
uniqueid_12371 x Rwanda,Yes
uniqueid_8985 x Rwanda,Yes
uniqueid_8907 x Rwanda,No
uniqueid_10688 x Rwanda,Yes
uniqueid_8993 x Rwanda,Yes
uniqueid_8999 x Rwanda,No
uniqueid_10148 x Rwanda,No
uniqueid_10180 x Rwanda,Yes
uniqueid_12315 x Rwanda,Yes
uniqueid_10356 x Rwanda,Yes
uniqueid_9015 x Rwanda,No
uniqueid_10655 x Rwanda,Yes
uniqueid_8874 x Rwanda,Yes
uniqueid_9030 x Rwanda,Yes
uniqueid_9534 x Rwanda,Yes
uniqueid_9035 x Rwanda,No
uniqueid_10985 x Rwanda,No
uniqueid_12125 x Rwanda,Yes
uniqueid_10234 x Rwanda,Yes
uniqueid_11973 x Rwanda,Yes
uniqueid_11035 x Rwanda,No
uniqueid_10319 x Rwanda,Yes
uniqueid_9196 x Rwanda,Yes
uniqueid_9834 x Rwanda,Yes
uniqueid_9056 x Rwanda,No
uniqueid_11594 x Rwanda,Yes
uniqueid_11882 x Rwanda,No
uniqueid_11455 x Rwanda,Yes
uniqueid_8931 x Rwanda,Yes
uniqueid_9070 x Rwanda,No
uniqueid_10852 x Rwanda,Yes
uniqueid_10056 x Rwanda,Yes
uniqueid_12433 x Rwanda,Yes
uniqueid_10673 x Rwanda,Yes
uniqueid_11965 x Rwanda,Yes
uniqueid_9360 x Rwanda,Yes
uniqueid_9694 x Rwanda,No
uniqueid_8897 x Rwanda,No
uniqueid_9762 x Rwanda,No
uniqueid_11757 x Rwanda,No
uniqueid_9825 x Rwanda,Yes
uniqueid_12192 x Rwanda,Yes
uniqueid_12032 x Rwanda,Yes
uniqueid_9026 x Rwanda,Yes
uniqueid_11619 x Rwanda,No
uniqueid_9222 x Rwanda,Yes
uniqueid_10198 x Rwanda,No
uniqueid_10611 x Rwanda,No
uniqueid_11647 x Rwanda,Yes
uniqueid_12237 x Rwanda,No
uniqueid_8915 x Rwanda,Yes
uniqueid_11884 x Rwanda,Yes
uniqueid_12106 x Rwanda,No
uniqueid_11005 x Rwanda,Yes
uniqueid_10321 x Rwanda,No
uniqueid_8769 x Rwanda,No
uniqueid_11487 x Rwanda,Yes
uniqueid_9333 x Rwanda,Yes
uniqueid_10367 x Rwanda,Yes
uniqueid_12181 x Rwanda,Yes
uniqueid_10978 x Rwanda,Yes
uniqueid_11246 x Rwanda,Yes
uniqueid_10619 x Rwanda,No
uniqueid_9302 x Rwanda,Yes
uniqueid_10463 x Rwanda,Yes
uniqueid_9934 x Rwanda,Yes
uniqueid_12132 x Rwanda,Yes
uniqueid_9757 x Rwanda,Yes
uniqueid_9438 x Rwanda,No
uniqueid_12403 x Rwanda,Yes
uniqueid_10417 x Rwanda,Yes
uniqueid_11633 x Rwanda,Yes
uniqueid_9135 x Rwanda,Yes
uniqueid_10685 x Rwanda,No
uniqueid_8986 x Rwanda,No
uniqueid_9695 x Rwanda,Yes
uniqueid_9776 x Rwanda,No
uniqueid_9827 x Rwanda,Yes
uniqueid_9296 x Rwanda,Yes
uniqueid_11762 x Rwanda,Yes
uniqueid_11431 x Rwanda,Yes
uniqueid_9677 x Rwanda,Yes
uniqueid_12052 x Rwanda,Yes
uniqueid_10790 x Rwanda,No
uniqueid_11656 x Rwanda,Yes
uniqueid_12235 x Rwanda,Yes
uniqueid_10647 x Rwanda,Yes
uniqueid_12340 x Rwanda,Yes
uniqueid_10779 x Rwanda,Yes
uniqueid_11033 x Rwanda,Yes
uniqueid_12006 x Rwanda,No
uniqueid_10637 x Rwanda,No
uniqueid_9621 x Rwanda,No
uniqueid_10980 x Rwanda,Yes
uniqueid_9718 x Rwanda,Yes
uniqueid_10667 x Rwanda,Yes
uniqueid_9365 x Rwanda,Yes
uniqueid_9164 x Rwanda,Yes
uniqueid_11200 x Rwanda,Yes
uniqueid_11942 x Rwanda,No
uniqueid_10526 x Rwanda,Yes
uniqueid_10253 x Rwanda,No
uniqueid_10046 x Rwanda,No
uniqueid_10900 x Rwanda,No
uniqueid_10249 x Rwanda,Yes
uniqueid_9154 x Rwanda,Yes
uniqueid_10719 x Rwanda,Yes
uniqueid_10079 x Rwanda,No
uniqueid_9066 x Rwanda,Yes
uniqueid_10211 x Rwanda,Yes
uniqueid_10031 x Rwanda,Yes
uniqueid_10911 x Rwanda,Yes
uniqueid_8787 x Rwanda,No
uniqueid_11879 x Rwanda,No
uniqueid_9159 x Rwanda,No
uniqueid_10357 x Rwanda,Yes
uniqueid_11491 x Rwanda,Yes
uniqueid_9100 x Rwanda,No
uniqueid_12093 x Rwanda,Yes
uniqueid_12138 x Rwanda,No
uniqueid_10777 x Rwanda,No
uniqueid_9613 x Rwanda,No
uniqueid_9169 x Rwanda,Yes
uniqueid_12350 x Rwanda,No
uniqueid_10631 x Rwanda,No
uniqueid_11011 x Rwanda,Yes
uniqueid_11666 x Rwanda,Yes
uniqueid_11770 x Rwanda,No
uniqueid_11817 x Rwanda,No
uniqueid_9496 x Rwanda,Yes
uniqueid_10584 x Rwanda,Yes
uniqueid_10433 x Rwanda,No
uniqueid_8780 x Rwanda,No
uniqueid_9138 x Rwanda,Yes
uniqueid_10105 x Rwanda,Yes
uniqueid_8987 x Rwanda,Yes
uniqueid_11428 x Rwanda,No
uniqueid_9000 x Rwanda,No
uniqueid_11153 x Rwanda,No
uniqueid_12450 x Rwanda,Yes
uniqueid_9361 x Rwanda,Yes
uniqueid_10208 x Rwanda,Yes
uniqueid_10970 x Rwanda,No
uniqueid_11316 x Rwanda,No
uniqueid_11126 x Rwanda,No
uniqueid_8997 x Rwanda,Yes
uniqueid_11448 x Rwanda,No
uniqueid_8886 x Rwanda,Yes
uniqueid_10635 x Rwanda,No
uniqueid_11385 x Rwanda,Yes
uniqueid_12054 x Rwanda,No
uniqueid_10062 x Rwanda,No
uniqueid_9018 x Rwanda,No
uniqueid_12208 x Rwanda,Yes
uniqueid_11549 x Rwanda,Yes
uniqueid_9675 x Rwanda,No
uniqueid_9297 x Rwanda,No
uniqueid_8807 x Rwanda,Yes
uniqueid_8885 x Rwanda,No
uniqueid_8804 x Rwanda,Yes
uniqueid_10285 x Rwanda,Yes
uniqueid_11234 x Rwanda,No
uniqueid_10519 x Rwanda,No
uniqueid_9993 x Rwanda,No
uniqueid_11341 x Rwanda,No
uniqueid_12387 x Rwanda,Yes
uniqueid_11786 x Rwanda,No
uniqueid_12323 x Rwanda,No
uniqueid_10054 x Rwanda,No
uniqueid_10223 x Rwanda,Yes
uniqueid_12145 x Rwanda,No
uniqueid_11872 x Rwanda,Yes
uniqueid_12291 x Rwanda,Yes
uniqueid_10408 x Rwanda,Yes
uniqueid_9974 x Rwanda,No
uniqueid_12261 x Rwanda,Yes
uniqueid_10849 x Rwanda,Yes
uniqueid_12432 x Rwanda,Yes
uniqueid_10232 x Rwanda,No
uniqueid_11641 x Rwanda,No
uniqueid_11410 x Rwanda,Yes
uniqueid_12301 x Rwanda,No
uniqueid_9136 x Rwanda,No
uniqueid_12024 x Rwanda,Yes
uniqueid_9759 x Rwanda,Yes
uniqueid_9990 x Rwanda,Yes
uniqueid_10854 x Rwanda,No
uniqueid_12121 x Rwanda,Yes
uniqueid_8872 x Rwanda,No
uniqueid_9211 x Rwanda,No
uniqueid_9703 x Rwanda,Yes
uniqueid_8903 x Rwanda,Yes
uniqueid_9470 x Rwanda,No
uniqueid_10224 x Rwanda,No
uniqueid_9856 x Rwanda,No
uniqueid_9450 x Rwanda,No
uniqueid_10512 x Rwanda,Yes
uniqueid_10244 x Rwanda,Yes
uniqueid_9139 x Rwanda,Yes
uniqueid_10262 x Rwanda,Yes
uniqueid_10801 x Rwanda,Yes
uniqueid_12065 x Rwanda,No
uniqueid_9500 x Rwanda,No
uniqueid_10587 x Rwanda,Yes
uniqueid_9132 x Rwanda,Yes
uniqueid_9311 x Rwanda,Yes
uniqueid_11600 x Rwanda,Yes
uniqueid_11642 x Rwanda,No
uniqueid_11819 x Rwanda,Yes
uniqueid_12112 x Rwanda,Yes
uniqueid_12254 x Rwanda,No
uniqueid_10803 x Rwanda,No
uniqueid_12021 x Rwanda,No
uniqueid_11165 x Rwanda,No
uniqueid_10962 x Rwanda,Yes
uniqueid_10288 x Rwanda,Yes
uniqueid_12200 x Rwanda,Yes
uniqueid_9253 x Rwanda,Yes
uniqueid_12220 x Rwanda,No
uniqueid_11006 x Rwanda,Yes
uniqueid_9283 x Rwanda,Yes
uniqueid_10924 x Rwanda,Yes
uniqueid_11384 x Rwanda,No
uniqueid_9725 x Rwanda,Yes
uniqueid_9074 x Rwanda,Yes
uniqueid_11888 x Rwanda,Yes
uniqueid_9214 x Rwanda,Yes
uniqueid_9486 x Rwanda,No
uniqueid_9896 x Rwanda,No
uniqueid_12100 x Rwanda,Yes
uniqueid_9247 x Rwanda,No
uniqueid_9422 x Rwanda,Yes
uniqueid_9459 x Rwanda,Yes
uniqueid_11095 x Rwanda,Yes
uniqueid_9843 x Rwanda,Yes
uniqueid_9851 x Rwanda,Yes
uniqueid_10286 x Rwanda,Yes
uniqueid_10186 x Rwanda,Yes
uniqueid_10643 x Rwanda,Yes
uniqueid_9404 x Rwanda,Yes
uniqueid_11225 x Rwanda,No
uniqueid_10633 x Rwanda,Yes
uniqueid_11261 x Rwanda,Yes
uniqueid_11771 x Rwanda,Yes
uniqueid_10876 x Rwanda,Yes
uniqueid_10188 x Rwanda,Yes
uniqueid_12307 x Rwanda,No
uniqueid_8802 x Rwanda,Yes
uniqueid_9318 x Rwanda,Yes
uniqueid_11312 x Rwanda,No
uniqueid_11552 x Rwanda,No
uniqueid_10388 x Rwanda,No
uniqueid_10560 x Rwanda,Yes
uniqueid_12475 x Rwanda,Yes
uniqueid_8960 x Rwanda,Yes
uniqueid_9598 x Rwanda,No
uniqueid_11635 x Rwanda,Yes
uniqueid_10450 x Rwanda,Yes
uniqueid_12279 x Rwanda,Yes
uniqueid_12195 x Rwanda,Yes
uniqueid_9439 x Rwanda,No
uniqueid_10065 x Rwanda,No
uniqueid_11998 x Rwanda,Yes
uniqueid_10921 x Rwanda,Yes
uniqueid_9115 x Rwanda,Yes
uniqueid_10466 x Rwanda,Yes
uniqueid_9219 x Rwanda,Yes
uniqueid_10778 x Rwanda,Yes
uniqueid_10126 x Rwanda,Yes
uniqueid_11732 x Rwanda,No
uniqueid_9814 x Rwanda,Yes
uniqueid_10078 x Rwanda,No
uniqueid_12217 x Rwanda,No
uniqueid_10859 x Rwanda,No
uniqueid_10586 x Rwanda,Yes
uniqueid_8770 x Rwanda,Yes
uniqueid_12105 x Rwanda,No
uniqueid_9042 x Rwanda,No
uniqueid_9367 x Rwanda,Yes
uniqueid_9378 x Rwanda,No
uniqueid_11886 x Rwanda,Yes
uniqueid_11117 x Rwanda,No
uniqueid_9611 x Rwanda,Yes
uniqueid_9444 x Rwanda,Yes
uniqueid_10467 x Rwanda,No
uniqueid_9723 x Rwanda,Yes
uniqueid_11622 x Rwanda,No
uniqueid_9259 x Rwanda,No
uniqueid_11402 x Rwanda,No
uniqueid_9375 x Rwanda,Yes
uniqueid_12377 x Rwanda,Yes
uniqueid_10748 x Rwanda,Yes
uniqueid_9408 x Rwanda,No
uniqueid_10605 x Rwanda,Yes
uniqueid_9562 x Rwanda,Yes
uniqueid_9125 x Rwanda,No
uniqueid_9572 x Rwanda,Yes
uniqueid_10617 x Rwanda,No
uniqueid_9571 x Rwanda,No
uniqueid_11909 x Rwanda,No
uniqueid_10822 x Rwanda,No
uniqueid_10625 x Rwanda,Yes
uniqueid_11292 x Rwanda,No
uniqueid_11657 x Rwanda,Yes
uniqueid_9701 x Rwanda,Yes
uniqueid_9085 x Rwanda,Yes
uniqueid_10550 x Rwanda,Yes
uniqueid_12406 x Rwanda,Yes
uniqueid_12037 x Rwanda,No
uniqueid_9176 x Rwanda,Yes
uniqueid_11047 x Rwanda,Yes
uniqueid_11675 x Rwanda,Yes
uniqueid_10242 x Rwanda,Yes
uniqueid_8992 x Rwanda,Yes
uniqueid_11729 x Rwanda,No
uniqueid_12210 x Rwanda,Yes
uniqueid_12255 x Rwanda,Yes
uniqueid_10157 x Rwanda,No
uniqueid_12258 x Rwanda,Yes
uniqueid_8867 x Rwanda,No
uniqueid_11690 x Rwanda,Yes
uniqueid_9937 x Rwanda,Yes
uniqueid_10919 x Rwanda,Yes
uniqueid_9891 x Rwanda,Yes
uniqueid_9249 x Rwanda,No
uniqueid_10406 x Rwanda,Yes
uniqueid_10124 x Rwanda,Yes
uniqueid_12424 x Rwanda,Yes
uniqueid_9664 x Rwanda,No
uniqueid_11748 x Rwanda,No
uniqueid_11099 x Rwanda,Yes
uniqueid_11747 x Rwanda,No
uniqueid_12305 x Rwanda,Yes
uniqueid_12429 x Rwanda,No
uniqueid_12239 x Rwanda,Yes
uniqueid_11114 x Rwanda,No
uniqueid_12454 x Rwanda,Yes
uniqueid_11494 x Rwanda,Yes
uniqueid_9699 x Rwanda,No
uniqueid_11106 x Rwanda,Yes
uniqueid_9982 x Rwanda,No
uniqueid_12322 x Rwanda,Yes
uniqueid_9023 x Rwanda,No
uniqueid_9429 x Rwanda,Yes
uniqueid_10787 x Rwanda,Yes
uniqueid_10119 x Rwanda,No
uniqueid_8765 x Rwanda,Yes
uniqueid_9678 x Rwanda,Yes
uniqueid_11319 x Rwanda,No
uniqueid_10116 x Rwanda,Yes
uniqueid_11434 x Rwanda,No
uniqueid_9926 x Rwanda,Yes
uniqueid_12101 x Rwanda,No
uniqueid_9165 x Rwanda,Yes
uniqueid_8865 x Rwanda,No
uniqueid_11469 x Rwanda,No
uniqueid_9476 x Rwanda,No
uniqueid_11530 x Rwanda,No
uniqueid_10277 x Rwanda,No
uniqueid_11802 x Rwanda,Yes
uniqueid_8966 x Rwanda,Yes
uniqueid_11415 x Rwanda,No
uniqueid_10640 x Rwanda,Yes
uniqueid_10390 x Rwanda,Yes
uniqueid_12088 x Rwanda,Yes
uniqueid_9053 x Rwanda,Yes
uniqueid_9192 x Rwanda,Yes
uniqueid_10804 x Rwanda,No
uniqueid_10669 x Rwanda,Yes
uniqueid_12341 x Rwanda,No
uniqueid_8828 x Rwanda,Yes
uniqueid_10477 x Rwanda,No
uniqueid_10167 x Rwanda,No
uniqueid_9497 x Rwanda,Yes
uniqueid_10604 x Rwanda,Yes
uniqueid_11291 x Rwanda,Yes
uniqueid_10684 x Rwanda,No
uniqueid_11090 x Rwanda,No
uniqueid_9033 x Rwanda,No
uniqueid_11132 x Rwanda,Yes
uniqueid_11251 x Rwanda,Yes
uniqueid_10066 x Rwanda,No
uniqueid_12218 x Rwanda,Yes
uniqueid_11329 x Rwanda,Yes
uniqueid_10384 x Rwanda,Yes
uniqueid_9605 x Rwanda,Yes
uniqueid_11858 x Rwanda,Yes
uniqueid_9168 x Rwanda,Yes
uniqueid_9994 x Rwanda,Yes
uniqueid_11651 x Rwanda,No
uniqueid_11021 x Rwanda,Yes
uniqueid_11070 x Rwanda,Yes
uniqueid_11897 x Rwanda,Yes
uniqueid_10403 x Rwanda,Yes
uniqueid_8911 x Rwanda,Yes
uniqueid_9726 x Rwanda,Yes
uniqueid_12129 x Rwanda,No
uniqueid_10443 x Rwanda,No
uniqueid_9817 x Rwanda,Yes
uniqueid_12342 x Rwanda,No
uniqueid_10784 x Rwanda,Yes
uniqueid_11891 x Rwanda,No
uniqueid_10280 x Rwanda,No
uniqueid_9798 x Rwanda,Yes
uniqueid_10009 x Rwanda,Yes
uniqueid_10236 x Rwanda,Yes
uniqueid_12389 x Rwanda,Yes
uniqueid_12072 x Rwanda,No
uniqueid_11298 x Rwanda,Yes
uniqueid_9153 x Rwanda,No
uniqueid_12287 x Rwanda,Yes
uniqueid_12398 x Rwanda,Yes
uniqueid_9793 x Rwanda,No
uniqueid_10435 x Rwanda,Yes
uniqueid_10734 x Rwanda,Yes
uniqueid_12437 x Rwanda,Yes
uniqueid_11308 x Rwanda,No
uniqueid_9768 x Rwanda,No
uniqueid_10687 x Rwanda,Yes
uniqueid_10984 x Rwanda,No
uniqueid_8909 x Rwanda,No
uniqueid_9624 x Rwanda,Yes
uniqueid_10106 x Rwanda,Yes
uniqueid_11766 x Rwanda,Yes
uniqueid_10843 x Rwanda,Yes
uniqueid_9753 x Rwanda,Yes
uniqueid_12189 x Rwanda,Yes
uniqueid_9601 x Rwanda,Yes
uniqueid_9589 x Rwanda,Yes
uniqueid_10250 x Rwanda,No
uniqueid_9370 x Rwanda,Yes
uniqueid_10169 x Rwanda,Yes
uniqueid_10290 x Rwanda,Yes
uniqueid_9580 x Rwanda,Yes
uniqueid_11856 x Rwanda,Yes
uniqueid_11791 x Rwanda,No
uniqueid_9607 x Rwanda,No
uniqueid_11572 x Rwanda,No
uniqueid_9680 x Rwanda,Yes
uniqueid_10392 x Rwanda,Yes
uniqueid_9307 x Rwanda,No
uniqueid_11760 x Rwanda,No
uniqueid_9588 x Rwanda,No
uniqueid_9528 x Rwanda,Yes
uniqueid_11999 x Rwanda,Yes
uniqueid_8929 x Rwanda,No
uniqueid_12364 x Rwanda,Yes
uniqueid_11587 x Rwanda,No
uniqueid_11142 x Rwanda,Yes
uniqueid_11163 x Rwanda,Yes
uniqueid_10332 x Rwanda,Yes
uniqueid_11180 x Rwanda,No
uniqueid_11073 x Rwanda,No
uniqueid_12286 x Rwanda,No
uniqueid_9012 x Rwanda,Yes
uniqueid_10945 x Rwanda,No
uniqueid_9722 x Rwanda,No
uniqueid_10452 x Rwanda,No
uniqueid_11249 x Rwanda,No
uniqueid_12098 x Rwanda,No
uniqueid_10489 x Rwanda,Yes
uniqueid_12231 x Rwanda,Yes
uniqueid_10328 x Rwanda,Yes
uniqueid_11189 x Rwanda,No
uniqueid_10258 x Rwanda,No
uniqueid_11098 x Rwanda,No
uniqueid_9494 x Rwanda,Yes
uniqueid_10556 x Rwanda,No
uniqueid_9514 x Rwanda,Yes
uniqueid_11503 x Rwanda,Yes
uniqueid_10200 x Rwanda,Yes
uniqueid_9401 x Rwanda,Yes
uniqueid_10475 x Rwanda,Yes
uniqueid_9822 x Rwanda,Yes
uniqueid_11077 x Rwanda,Yes
uniqueid_12456 x Rwanda,Yes
uniqueid_9174 x Rwanda,Yes
uniqueid_10674 x Rwanda,No
uniqueid_9304 x Rwanda,Yes
uniqueid_9212 x Rwanda,Yes
uniqueid_9647 x Rwanda,Yes
uniqueid_10229 x Rwanda,No
uniqueid_9120 x Rwanda,Yes
uniqueid_9710 x Rwanda,Yes
uniqueid_10973 x Rwanda,No
uniqueid_9286 x Rwanda,Yes
uniqueid_9045 x Rwanda,Yes
uniqueid_9436 x Rwanda,Yes
uniqueid_9117 x Rwanda,Yes
uniqueid_11607 x Rwanda,Yes
uniqueid_10827 x Rwanda,No
uniqueid_10080 x Rwanda,Yes
uniqueid_12360 x Rwanda,Yes
uniqueid_11995 x Rwanda,Yes
uniqueid_12059 x Rwanda,Yes
uniqueid_11317 x Rwanda,Yes
uniqueid_9245 x Rwanda,Yes
uniqueid_9077 x Rwanda,No
uniqueid_9137 x Rwanda,No
uniqueid_11275 x Rwanda,Yes
uniqueid_11824 x Rwanda,Yes
uniqueid_9760 x Rwanda,Yes
uniqueid_12380 x Rwanda,Yes
uniqueid_11380 x Rwanda,Yes
uniqueid_11983 x Rwanda,Yes
uniqueid_9094 x Rwanda,Yes
uniqueid_12276 x Rwanda,Yes
uniqueid_11489 x Rwanda,No
uniqueid_9130 x Rwanda,Yes
uniqueid_11815 x Rwanda,No
uniqueid_10697 x Rwanda,No
uniqueid_10028 x Rwanda,Yes
uniqueid_10047 x Rwanda,No
uniqueid_9509 x Rwanda,Yes
uniqueid_11394 x Rwanda,Yes
uniqueid_9007 x Rwanda,No
uniqueid_12390 x Rwanda,No
uniqueid_10096 x Rwanda,Yes
uniqueid_9883 x Rwanda,Yes
uniqueid_8798 x Rwanda,No
uniqueid_12337 x Rwanda,No
uniqueid_12295 x Rwanda,Yes
uniqueid_10269 x Rwanda,Yes
uniqueid_12170 x Rwanda,Yes
uniqueid_11462 x Rwanda,Yes
uniqueid_8958 x Rwanda,No
uniqueid_9301 x Rwanda,Yes
uniqueid_9715 x Rwanda,No
uniqueid_10460 x Rwanda,Yes
uniqueid_11169 x Rwanda,No
uniqueid_9524 x Rwanda,No
uniqueid_11683 x Rwanda,Yes
uniqueid_11571 x Rwanda,Yes
uniqueid_10259 x Rwanda,Yes
uniqueid_9669 x Rwanda,Yes
uniqueid_11388 x Rwanda,Yes
uniqueid_8883 x Rwanda,Yes
uniqueid_11694 x Rwanda,Yes
uniqueid_9413 x Rwanda,Yes
uniqueid_10399 x Rwanda,No
uniqueid_10795 x Rwanda,Yes
uniqueid_9650 x Rwanda,No
uniqueid_11167 x Rwanda,No
uniqueid_11532 x Rwanda,Yes
uniqueid_11414 x Rwanda,Yes
uniqueid_11581 x Rwanda,Yes
uniqueid_12184 x Rwanda,Yes
uniqueid_9654 x Rwanda,No
uniqueid_10432 x Rwanda,Yes
uniqueid_10880 x Rwanda,No
uniqueid_10530 x Rwanda,No
uniqueid_10415 x Rwanda,No
uniqueid_8760 x Rwanda,No
uniqueid_10963 x Rwanda,No
uniqueid_10478 x Rwanda,Yes
uniqueid_11962 x Rwanda,Yes
uniqueid_11396 x Rwanda,Yes
uniqueid_11986 x Rwanda,Yes
uniqueid_9679 x Rwanda,Yes
uniqueid_9107 x Rwanda,No
uniqueid_9830 x Rwanda,Yes
uniqueid_10534 x Rwanda,No
uniqueid_9997 x Rwanda,Yes
uniqueid_11721 x Rwanda,No
uniqueid_11393 x Rwanda,No
uniqueid_11769 x Rwanda,Yes
uniqueid_10861 x Rwanda,Yes
uniqueid_10607 x Rwanda,Yes
uniqueid_9090 x Rwanda,Yes
uniqueid_9374 x Rwanda,No
uniqueid_11887 x Rwanda,Yes
uniqueid_11941 x Rwanda,No
uniqueid_9096 x Rwanda,No
uniqueid_9098 x Rwanda,Yes
uniqueid_9111 x Rwanda,Yes
uniqueid_9113 x Rwanda,Yes
uniqueid_10624 x Rwanda,No
uniqueid_9118 x Rwanda,Yes
uniqueid_10588 x Rwanda,No
uniqueid_12012 x Rwanda,Yes
uniqueid_10189 x Rwanda,Yes
uniqueid_9652 x Rwanda,Yes
uniqueid_9134 x Rwanda,Yes
uniqueid_11736 x Rwanda,Yes
uniqueid_11284 x Rwanda,No
uniqueid_9145 x Rwanda,No
uniqueid_9147 x Rwanda,No
uniqueid_8942 x Rwanda,Yes
uniqueid_10732 x Rwanda,Yes
uniqueid_10806 x Rwanda,No
uniqueid_9156 x Rwanda,Yes
uniqueid_9157 x Rwanda,No
uniqueid_9158 x Rwanda,Yes
uniqueid_12331 x Rwanda,Yes
uniqueid_9162 x Rwanda,Yes
uniqueid_9676 x Rwanda,Yes
uniqueid_10740 x Rwanda,Yes
uniqueid_10245 x Rwanda,No
uniqueid_10628 x Rwanda,No
uniqueid_9181 x Rwanda,Yes
uniqueid_12356 x Rwanda,Yes
uniqueid_12428 x Rwanda,Yes
uniqueid_10895 x Rwanda,Yes
uniqueid_12268 x Rwanda,Yes
uniqueid_9203 x Rwanda,No
uniqueid_9887 x Rwanda,Yes
